date_time,sample_timestamp_utc_secs,raw_particle_count,particle_concentration,humidity
01/03/2015 16:28:06,1425245286,2,0.3,54
01/03/2015 16:28:36,1425245316,0,0.1,54
01/03/2015 16:29:06,1425245346,0,0,54
01/03/2015 16:29:36,1425245376,7,0.1,54
01/03/2015 16:30:06,1425245406,0,0,54
01/03/2015 16:30:36,1425245436,0,0,54
01/03/2015 16:31:06,1425245466,0,0,54
01/03/2015 16:31:36,1425245496,8,0.1,54
01/03/2015 16:32:06,1425245526,0,0,54
01/03/2015 16:32:36,1425245556,0,0,54
01/03/2015 16:33:06,1425245586,0,0,54
01/03/2015 16:33:36,1425245616,0,0,54
01/03/2015 16:34:06,1425245646,0,0,55
01/03/2015 16:34:36,1425245676,0,0,54
01/03/2015 16:35:06,1425245706,0,0,54
01/03/2015 16:35:36,1425245736,8,0,55
01/03/2015 16:36:06,1425245766,4,0.2,54
01/03/2015 16:36:36,1425245796,0,0.1,54
01/03/2015 16:37:06,1425245826,0,0,54
01/03/2015 16:37:36,1425245856,0,0,54
01/03/2015 16:38:06,1425245886,0,0,54
01/03/2015 16:38:36,1425245916,7,0.1,54
01/03/2015 16:39:06,1425245946,2,0,54
01/03/2015 16:39:36,1425245976,0,0,54
01/03/2015 16:40:06,1425246006,5,0,54
01/03/2015 16:40:36,1425246036,0,0,55
01/03/2015 16:41:06,1425246066,4,0,54
01/03/2015 16:41:36,1425246096,0,0,54
01/03/2015 16:42:06,1425246126,0,0,55
01/03/2015 16:42:36,1425246156,9,0.2,55
01/03/2015 16:43:06,1425246186,5,0.2,55
01/03/2015 16:43:36,1425246216,0,0,55
01/03/2015 16:44:06,1425246246,0,0,54
01/03/2015 16:44:36,1425246276,3,0,54
01/03/2015 16:45:06,1425246306,0,0,54
01/03/2015 16:45:36,1425246336,4,0,54
01/03/2015 16:46:06,1425246366,0,0,54
01/03/2015 16:46:36,1425246396,7,0,54
01/03/2015 16:47:06,1425246426,0,0.1,54
01/03/2015 16:47:36,1425246456,0,0,54
01/03/2015 16:48:06,1425246486,6,0.1,55
01/03/2015 16:48:36,1425246516,0,0,54
01/03/2015 16:49:06,1425246546,0,0,55
01/03/2015 16:49:36,1425246576,1,0,54
01/03/2015 16:50:06,1425246606,3,0,55
01/03/2015 16:50:36,1425246636,0,0,54
01/03/2015 16:51:06,1425246666,0,0,54
01/03/2015 16:51:36,1425246696,13,0.2,54
01/03/2015 16:52:06,1425246726,1,0.2,54
01/03/2015 16:52:36,1425246756,0,0,55
01/03/2015 16:53:06,1425246786,0,0,54
01/03/2015 16:53:36,1425246816,3,0,54
01/03/2015 16:54:06,1425246846,0,0,54
01/03/2015 16:54:36,1425246876,0,0,54
01/03/2015 16:55:06,1425246906,0,0,54
01/03/2015 16:55:36,1425246936,6,0,54
01/03/2015 16:56:06,1425246966,0,0,54
01/03/2015 16:56:36,1425246996,4,0,55
01/03/2015 16:57:06,1425247026,6,0.1,55
01/03/2015 16:57:36,1425247056,0,0,55
01/03/2015 16:58:06,1425247086,0,0,54
01/03/2015 16:58:36,1425247116,0,0,55
01/03/2015 16:59:06,1425247146,0,0,55
01/03/2015 16:59:36,1425247176,15,0.1,54
01/03/2015 17:00:06,1425247206,0,0.4,54
01/03/2015 17:00:36,1425247236,0,0.2,54
01/03/2015 17:01:06,1425247266,6,0.2,54
